sentence,labels,lang
easyJet lidera el FTSE británico más bajo a medida que se reanuda la ronda mundial de bonos,2,es
Está previsto que la producción comience a finales de abril de 2007 .,0,es
"En Asia antes , el índice Nikkei de Japón cayó 0.62 por ciento y el índice Seng Hang de Hong Kong subió 0.56 por ciento .",0,es
"Fiskars , un negocio mundial de 360 años de antigüedad mejor conocido por sus tijeras anaranjadas , espera obtener sinergias de 5 millones de euros al año consolidando ciertas partes de la división de utensilios de casa donde los dos compiten .",1,es
"`` A cada socio se le permitirá comprar una cantidad de electricidad correspondiente a su participación en el consorcio , a costo de producción , '' dijo una carta de intención .",0,es
"La Junta estableció un Comité de Remuneración con los siguientes miembros : - Sari Baldauf Presidente - Tapio Hintikka - Heikki Westerlund Además , la Junta decidió nombrar un Comité de Nominación en una etapa posterior .",0,es
"El método utiliza productos ultra acuosos , dando protección a las superficies de madera en un proceso de pintura industrial mediante el cual se aplican dos capas de capa superior sobre paneles de madera exterior y tablas sin un imprimador separado .",0,es
Berkshire busca aumentar su participación Wells Fargo por encima del 10 por ciento,1,es
"El acuerdo proporcionará a The Switch el doble de la capacidad de conversión , mientras que la apertura de nuevas ubicaciones de fabricación en China .",1,es
"Debido a la cerveza Pirkka , Olvi 's cervecería en Iisalmi se mueve a 7 días , 24 horas turnos de trabajo .",0,es
"Metsaliitto venderá 1,1 millones de acciones B de Neomarkka , representando alrededor de 18.3 pct de la participación de Neomarkka y alrededor de 12,7 pct de los derechos de voto .",0,es
"Las vigas de puente enormes serán entregados al sitio desde nuestra planta en Ylivieska, Finlandia.",0,es
"Von Koskull supervisará una nueva unidad de Nordea , que reúne a la banca mercantil corporativa , las instituciones financieras y las divisiones de productos de los mercados de capitales .",0,es
"Gracias al efecto multiplicador del rendimiento del vagón , el transporte será mucho más eficiente , "" , dice la gerente de desarrollo Juha Malkia de VR Cargo .",1,es
"Según su anuncio , Skandinaviska Enskilda Banken AB publ Helsinki Branch , el 10 de agosto de 2009 , ha despojado a Ilkka-Yhtyma Oyj y Kaleva Kustannus Oy de un total de 11.958.000 acciones de Alma Media , dado que se cumplieron las condiciones del acuerdo celebrado por las empresas el 1 de julio de 2009 .",0,es
La Línea 4 funcionará totalmente bajo tierra y constará de 10 estaciones que se ejecutarán en dos etapas de ejecución .,0,es
"El proveedor finlandés de BSS-OSS y VAS para operadores de telecomunicaciones, Tecnotree , ha recibido pedidos de expansión por un valor total de US$ 7,3 millones por sus soluciones convergentes de carga y mensajería de próxima generación en América Latina , anunció la compañía sin especificar qué operadores habían realizado los pedidos .",1,es
"En el primer trimestre de 2010 , el 18 de mayo de 2010 , el fabricante finlandés de componentes eléctricos Salcomp Oy ( HEL : SAL1V ) dijo hoy que se convirtió en un beneficio neto de 1 ,6 millones EUR en el primer trimestre de 2010 frente a una pérdida de 2 millones EUR en el período correspondiente del año pasado .",1,es
"La segunda variante ofrece el acabado final completo de cualquier apartamento seleccionado con materiales extranjeros de alta calidad ( Finlandia , Dinamarca , Alemania , Francia ) .",0,es
El beneficio neto en el mismo período del 2006 fue de 172 millones de euros ( x20ac ) .,0,es
Rompiendo 52 semanas de tiempo máximo se ve muy bien ahora $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,1,es
Las recompras disminuirán el capital y las reservas distribuibles .,0,es
"$STX se mueven de la parte inferior, pero todavía en el mercado de oso #datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN",2,es
La organización que es miembro del sindicato ruso de automóviles MPRA se ha convertido en activo desde que Tikkurila adquirió la empresa de pintura rusa Kraski Teks en 2006.,0,es
Las nuevas acciones dan derecho a sus titulares a dividendos para el ejercicio 2006 .,0,es
"El EBITDA para el año 2009 mejoró hasta situarse en 484 millones de euros , en comparación con los 472 millones de euros del 2008 .",1,es
"Finnish Talentum informa que su beneficio de explotación aumentó a 20,5 millones de euros en 2005 , frente a 9,3 millones de euros en 2004 , y que las ventas netas ascendieron a 103,3 millones de euros , frente a 96,4 millones de euros .",1,es
"Tanto el beneficio de explotación como el volumen de negocios del período de tres meses aumentaron , respectivamente , de 0 ,9 millones de euros y 8,3 millones de euros , en comparación con el período correspondiente del 2005 .",1,es
"El puente tendrá 1,2 km de largo y se encuentra entre Anasmotet por la carretera E20 y el nuevo cruce de tráfico en Marieholm por la carretera E45.",0,es
El fabricante finlandés de electrónica PKC Group Oyj ( OMX Helsinki : PKC1V ) dijo el miércoles ( 31 de diciembre ) que ha completado la adquisición de MAN Nutzfahrzeuge AG 's cable arneses negocio de MAN Star Trucks & Buses Spolka zoo en Polonia .,1,es
"Veidekke , con sede en Oslo , Noruega , es un grupo escandinavo de construcción y desarrollo inmobiliario con unos 6.350 empleados en Noruega , Suecia y Dinamarca , con un volumen de negocios anual de NOK16 .4 bn .",0,es
"Para nuestros miembros y socios , el uso de TI será evidente principalmente en el aumento de la eficiencia del servicio de resultados , '' observa Perttu Puro de Tradeka .",1,es
Protalix está desarrollando proteínas modificadas genéticamente a partir de células vegetales .,0,es
Las decisiones deben tomarse lo antes posible .,0,es
$CAT es colgar en mi un hilo. 1 clic lejos de una caída del acantilado.. Necesita seguir a través (o snap-back en el VIX),2,es
El incidente ocurrió a las 2:30 p.m. en la Avenida 192 en la carretera 196.,0,es
Verizon y AT&T acusados de herir rivales,2,es
`` La CHF es un gran producto.,1,es
"A 1411 CET , ArcelorMittal había perdido un 7,26 % frente a 17,38 euros en Euronext Paris , al frente de los caídores de los chips azules .",0,es
Se espera que la cooperación con airBaltic lleve a la transferencia de Finncomm a la propiedad de airBaltic a tiempo.,0,es
"Cargado en $bsx ayer, se ve bien ahora.",1,es
"El Grupo Lemminkainen , con sede en Helsinki , Finlandia , opera en todos los sectores de la industria de la construcción : ingeniería civil , contratación de edificios , servicios técnicos de construcción y la industria de materiales de construcción .",0,es
"Las fuentes de alimentación , los sistemas de alimentación DC y los inversores diseñados y fabricados por Efore , y los sistemas que los incorporan se utilizan en muchas aplicaciones diferentes .",0,es
Pertti Ervi es independiente de la Compañía y sus principales accionistas .,0,es
"En paralelo , TeliaSonera ha decidido realizar una adquisición obligatoria .",0,es
"""Cortamos nuestra frecuencia a Nueva York el año pasado, lo que explica la caída"", dijo.",0,es
"Sr. Ashley, vicepresidente ejecutivo de Sports Direct, vendió una participación de 43pc en la empresa por más de libras 900m en el momento de la flotación.",0,es
"Sin embargo , las perspectivas de crecimiento a largo plazo de Exel Composites siguen siendo favorables .",1,es
"Al combinar sus soluciones existentes en una sola plataforma , Comptel dijo que ha reducido el costo de despliegue .",1,es
Precio de las acciones de Shell: Standard Life anuncia la posición frente a la adquisición de BG,2,es
Presidente de SAB participa con tablero dividido en oferta InBev,0,es
"La compañía dijo que las ventas en los tres meses hasta finales de marzo pasaron a EUR86 ,4 millones US$ 113,4 millones de EUR91 ,2 millones el año pasado .",2,es
$TROW Triángulo ascendente da un sesgo alcista a este gráfico. Breakout por encima de 84 será positivo http://stks.co/g0ls5,1,es
El alcance total del proyecto es de unos 38.000 metros cuadrados y se valora en un total de unos 75 millones de euros .,0,es
"Los ingresos netos por concepto de intereses aumentaron en un 4,5 % hasta situarse en 31,4 millones de euros frente a los 30,0 millones de euros de 2004 .",1,es
"Además , se reconstruirá la zona de mostrador de servicio existente en la sala de recepción y se proporcionará acceso a las conexiones ferroviarias locales .",0,es
"HELSINKI AFX - KCI Konecranes dijo que ha aumentado su participación en MMH Holdings Inc , el propietario de Morris Materials Handling con sede en Estados Unidos , a 90,9 pct de 74,5 pct .",1,es
A CUT ABOVE Traiga al aire libre con estas posavasos de abedul-rama .,0,es
"Los beneficios de explotación consolidados de las operaciones continuas disminuyeron en un 62,3 % hasta situarse en 51,2 millones de euros frente a 135,7 millones de euros en 2007 .",0,es
"El valor del contrato asciende a 2,4 millones de euros .",0,es
"Las ventas netas de la empresa finlandesa de la industria alimentaria Lnnen Tehtaat aumentaron un 13 % en 2008 hasta situarse en 349,1 millones de euros frente a 309,6 millones de euros en 2007 .",1,es
La adquisición de Kaupthing Sverige traerá una adición positiva no recurrente significativa al rendimiento del grupo.,1,es
"( ADP News ) - 5 de noviembre de 2008 - El fabricante finlandés de productos y soluciones de medición electrónica Vaisala Oyj ( OMX : VAIAS ) dijo hoy que su beneficio neto ascendió a 18 millones EUR ( 23,1 millones USD ) durante los primeros nueve meses de 2008 a partir de 1 EUR .",1,es
Renesas Mobile Europe Ltd tiene aproximadamente 470 empleados en Oulu.,0,es
El autoservicio y la automatización están en un papel más importante ahora y los recursos globales de Fujitsu serán explotados eficazmente .,1,es
"- El beneficio antes de impuestos del Grupo fue de 0,2 7,8 millones de euros .",0,es
"Los generadores de imán permanente y convertidores de potencia son hoy en día la solución preferida en los nuevos diseños de turbinas eólicas , dijo la empresa .",0,es
"El finlandés Rautaruukki ha recibido un contrato de suministro e instalación de superestructuras de acero para el puente Partihallsfórbindelsen en Gotemburgo, Suecia.",1,es
"El valor razonable de las inversiones propias de CapMan Plc al 30 de septiembre de 2008 ascendía a 59,8 millones de euros .",0,es
Actualización: Barclays espera ganancias después de establecerse con Lehman Bros Trustee,1,es
"ST. PETERSBURG , 14 de octubre ( PRIME-TASS ) -- El productor finlandés de neumáticos Nokian Tyres planea invertir alrededor de 50 millones de euros en la expansión de su planta de neumáticos en la ciudad de Vsevolozhsk en la región de Leningrado de Rusia en 2011 , el presidente de la compañía Kim Gran dijo a los periodistas el jueves .",1,es
"Nokia también señaló que el precio medio de venta de teléfonos telefónicos disminuyó durante el período , aunque su margen de beneficio de telefonía móvil aumentó a más de 22 por ciento de 13 por ciento en el trimestre de hace un año .",1,es
"WPP, la agencia de publicidad más grande del mundo, reporta un fuerte crecimiento 2015",1,es
"En el primer trimestre del 2009 , la pérdida de explotación de la empresa ascendió a 0,3 millones de euros , frente a un beneficio de 3,6 millones de euros en el primer trimestre del 2008 .",0,es
Fabricante finlandés de equipos de elevación Konecranes HEL : KCR1V dijo el 29 de julio de 2009 que ha aumentado su participación en el fabricante austriaco de manipuladores ACS Konecranes al 80 % y compró el jugador del sector alemán Knight Europe .,1,es
"El flujo de caja tras las inversiones ascendió a 45 millones de euros , frente a 46 millones de euros .",0,es
"La Policía de Baltimore y la Pensión de Fuego, que tiene alrededor de $ 1.5 mil millones, perdió alrededor de $ 3.5 millones en el esquema de Madoff Ponzi.",2,es
Scanfil plc es un fabricante de contratos globales y proveedor de sistemas para la comunicación y la electrónica industrial.,0,es
"Es ""amigable con los dedos"", y en mi opinión, muy rápido.",0,es
El Consejo de Administración ha propuesto que la Junta General Extraordinaria autorice al Consejo de Administración a decidir sobre la emisión de un máximo de 30 millones de nuevas acciones en una o más emisiones de acciones .,0,es
"hasta 5 ,9 millones de euros H1 '09 3 de agosto de 2009 - El grupo de medios de comunicación finlandés Ilkka-Yhtyma Oyj ( HEL : ILK2S ) dijo hoy que su beneficio neto cayó un 45 % en el año hasta alcanzar los 5,9 millones de euros en el primer semestre de 2009 .",2,es
"Según el Ministro de Administración Local y Mercados Financieros de Suecia , Mats Odell , la decisión de vender las acciones del Estado en el grupo de telecomunicaciones TeliaSonera sólo puede llevarse a cabo en cooperación con el Estado de Finlandia .",0,es
"Los envíos de teléfonos móviles aumentaron un 26 por ciento a casi 112 millones de unidades , mientras que la cuota de mercado global de la compañía finlandesa aumentó al 39 por ciento desde el 36 por ciento .",1,es
"Según Mark White , Locatrix Communications ' CEO , la interfaz de servicios web de la empresa permite a los propietarios de dispositivos , amigos , y la familia para rastrear y localizar a los usuarios TWIG a través de cualquier navegador web .",0,es
$SPY ¿Podría el orgullo de las redes sociales estar listo para caer?,2,es
"Según Viking Line 's Director Gerente , Nils-Erik Eklund , el Consejo de Administración de la compañía está muy satisfecho con el rendimiento de Viking Line .",1,es
"La base de abonados de MegaFon aumentó el 16,1 % en 2009 a 50,5 millones de usuarios al 31 de diciembre , mientras que su cuota de mercado por número de clientes ascendió al 24 % a finales del 2009 , frente al 23 % a finales del 2008 , según las estimaciones de TeliaSonera .",1,es
Finnair cree que la huelga causará pérdidas netas diarias superiores a 2 millones de euros debido a las reservas canceladas y al cambio de ruta de los pasajeros .,2,es
"( ADP News ) - 11 de febrero de 2009 - El proveedor finlandés de tecnología de productos madereros Raute Oyj ( HEL : RUTAV ) dijo hoy que su beneficio neto disminuyó a 4,7 millones de euros ( 6,1 millones de dólares ) para el 2008 de 6,6 millones de euros para el 2007 .",2,es
"El contrato cubre las entregas llave en mano a los cinco aeropuertos operados por la autoridad -- John F Kennedy , LaGuardia , Newark , Teterboro y Stewart International .",0,es
Un total de 140 puestos de trabajo se reducirán en el Raahe Steel Works .,0,es
"En un lanzamiento el 28 de octubre, Peab dijo que los dos negocios continuarán siendo conducidos bajo las marcas Cliffton y Stockholm Entreprenad, ambas parte del Grupo Peab.",0,es
"23 abril 2010 - La empresa finlandesa de construcción e ingeniería Outotec Oyj HEL : OTE1V dijo hoy que se resbaló a una pérdida neta de EUR7 ,3 millones en el primer trimestre de 2010 de un beneficio neto de EUR12 ,5 millones en el período correspondiente del año pasado .",0,es
"Las ventas netas de los servicios de reparación y mantenimiento ascendieron a 645,3 millones de euros , frente a 563,6 millones de euros .",1,es
"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) aumentó el valor razonable de las acciones de cuatro de los mayores grupos forestales nórdicos .",1,es
Valmet Automotive registra ventas netas de 85 millones EUR y beneficios de explotación de 8 millones EUR .,0,es
"El beneficio durante el período fue de 9,8 millones de euros , frente a 6,0 millones de euros en 2004 .",1,es
"En Suecia, hay un exceso de oferta de farmacias.",2,es
La firma construye componentes para teléfonos móviles y otros productos de comunicaciones.,0,es
"La capacidad se facilitará en su aserradero Seikku en Pori y Alholma en Pietarsaari y resulta en 60 personas que son despedidas durante unas seis semanas a partir de mediados de mayo , dijo .",2,es
"El consejo de administración de Exel propondrá un dividendo de 0,2 euros , 0,3 dólares por acción para el 2006 en la reunión general anual del 19 de abril de 2007 .",0,es
"Anunció una ""unidad de soluciones"" para acelerar la cooperación en agosto, y cambió a Simonson de jefe de finanzas a teléfonos de gama baja en octubre.",0,es
La autorización está en vigor por un período de 18 meses a partir de la resolución de la Junta General.,0,es
"Los ingresos del trimestre ascendieron a 27 400 millones , un 2 por ciento menos que 28 100 millones en el cuarto trimestre del 2008 .",0,es
"En Suecia, hay un exceso de oferta de farmacias.",0,es
Rolls-Royce garantizará el cumplimiento después del informe de soborno de Petrobras,0,es
Nikkei de Japón aterriza Financial Times en un acuerdo de $1.3 mil millones,1,es
"El gerente es crítico de que los políticos ""no distingan entre las instituciones financieras europeas asediadas y los bancos de Skandinavian, ""que navegaron a través de la crisis sin problemas"".",0,es
La planta utilizaría aceite de palma certificado por la Mesa Redonda sobre Aceite de Palma Sostenible ( RSPO ) .,0,es
Todo depende de la financiación .,0,es
El grupo finlandés de edición e impresión Ilkka-Yhtym introducirá una prohibición de fumar para el personal a principios de 2007 en los tres periódicos de la empresa.,0,es
Estos ahorros tendrán pleno impacto a principios del 2007 .,0,es
El descargador está totalmente cerrado a lo largo de toda la línea de transporte a las instalaciones de almacenamiento.,0,es
"Pueden crearse fábricas completas de papel , especialmente en los nuevos Estados miembros de la UE .",0,es
"Rapala estima que sus ventas netas para el 2008 aumentarán entre 8,0 pct y 12 pct suponiendo los tipos de cambio del 2007 .",1,es
"Los beneficios de explotación y las ventas netas para el período de seis meses aumentaron , respectivamente , de 7,5 millones de euros y 655 millones de euros , en comparación con el período correspondiente del 2005 .",1,es
"Jukka Hienonen , actual CEO de Finnair , se retirará a finales de enero de 2010 .",0,es
La charla de precios está en el área de Euribor más 2 bps y la única ventaja es Citigroup .,0,es
Las propiedades fueron adquiridas a la firma sueca de bienes raíces de capital privado Niam y Goldman Sachs ' Whitehall Street Real Estate Funds .,0,es
Sunrise Resources opera en los mercados rusos de desarrollo costero a través de su filial rusa de propiedad exclusiva y cuenta con el 80 % de su personal en Rusia .,0,es
"$FAST $GWW - las ventas diarias se ralentizan de nuevo, indicador coincidente bastante oportuno https://t.co/m6BKHBkzK5",2,es
"Como resultado , las restricciones de importación de Rusia a las empresas lecheras finlandesas se cancelarán el 6 de agosto de 2010 .",1,es
Analistas encuestados por Thomson Financial espera ingresos de $ 69 millones para el trimestre .,0,es
"20 de octubre de 2010 - La empresa finlandesa de gestión medioambiental Lassila & Tikanoja Oyj HEL : LAT1V , o L&T , dijo el lunes que espera que su beneficio operativo , excluyendo las partidas no recurrentes , para todo el 2010 sea ligeramente inferior al de 2009 .",0,es
"El número total de acciones de la compañía será de 585,236,987 Grupo de Innofactores Innofactor ofrece a sus clientes soluciones integrales en el entorno de Microsoft.",0,es
`` La nueva unidad es una inversión importante en la escena mediática finlandesa.,0,es
Las acciones de Yahoo son de hasta $36.46 a medida que la guerra de licitación recoge para la empresa https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,1,es
"Sabemos que existe , '' dijo Artemyev .",0,es
Largo $ENDP @ $26.23 en $AGN b/o rumor,1,es
"Kesko persigue una estrategia de crecimiento sano , centrado en las ventas y los servicios a los consumidores-clientes .",1,es
Timberrrr $TSLA https://t.co/MRBgfDHHVa,2,es
"El rendimiento del capital empleado aumentó en 4,8 puntos porcentuales hasta el 19,6 % .",1,es
"Al final del período , el efectivo y los equivalentes de efectivo ascendieron a 6 millones y medio de euros , frente a los 10 millones y medio de euros del año anterior .",2,es
Más de 80 eventos especiales en los tres condados durante cuatro meses fueron acogidos por el sistema de bibliotecas y sus nueve bibliotecas sucursales.,0,es
"EPS creció a 0,04 eur desde 0,02 eur .",1,es
Se espera que el flujo de caja neto de las operaciones siga siendo positivo .,1,es
"( ADP News ) - 28 de noviembre de 2008 - El proveedor finlandés de soluciones de suministro eléctrico Efore Oyj ( OMX : EFO1V ) anunció hoy el lanzamiento de OPUS DC , el último sistema de suministro eléctrico de su línea de productos OPUS .",1,es
$AXP Buscando continuación con aumento de volumen http://stks.co/c8sR,1,es
Utor mejoró su rendimiento a pesar de la disminución de la construcción residencial en los EE.UU. .,1,es
"Estos incluyen el desarrollo de software para contenidos de Internet y telefonía móvil , comunicaciones , software de valor añadido , servicios financieros , aplicaciones de seguridad , integración de sistemas y electrónica .",0,es
$SPY extrema victoria hoy - 2 centavos por encima de 2009 bajo en 10 años y $SPY hasta 2 por ciento - la vida es un tazón de cerezas - muy corto establecimiento $$,2,es
"Las acciones de Nokia alcanzaron 13,21 euros el viernes , un descenso del 50 por ciento desde el comienzo del año en parte debido a la lenta introducción de los modelos de pantalla táctil .",0,es
Se centrará en mejorar su rentabilidad el próximo año mediante la racionalización de las operaciones .,1,es
"Al mismo tiempo, estoy encantada por el hecho de que fuimos capaces de lograr la organización con nuestros propios miembros del equipo.",1,es
El servidor es responsable de la gestión de dispositivos y cuentas de usuario y una aplicación cliente de escritorio permite el acceso remoto a los teléfonos móviles .,0,es
"Los ingresos por acción ( EPS ) fueron de 0 ,03 EUR , frente a la pérdida de 0 ,083 EUR .",1,es
"El negocio de transporte de la compañía se lleva a cabo a través de las líneas de la Florida Rock & Tank, que es una empresa de transporte del sudeste que se concentra en el transporte por el portamotores de mercancías líquidas y secas a granel.",0,es
La aplicación iPad se une a la aplicación iPhone como parte de Monster 's gama de aplicaciones móviles para la búsqueda de empleo .,0,es
Actualmente más de 100 de las empresas de Global Fortune 500 están utilizando soluciones de seguridad SSH.,0,es
"10 de febrero de 2011 - La empresa de medios de comunicación finlandesa Sanoma Oyj HEL : SAA1V dijo ayer que su beneficio neto 2010 casi se triplicó a EUR297 ,3 m de EUR107 ,1 m para 2009 y anunció una propuesta para un pago aumentado .",1,es
"Aberdeen AM postea salidas H1, dice que las condiciones para seguir siendo desafiante",2,es
$AAPL degradado es sesgo. Esta acción es una compra.,1,es
$DNKN $KKD $DPZ $LOCO Dentro de la semana compra disparadores. http://stks.co/h0vV8 http://stks.co/r0ebN,1,es
"Los beneficios de explotación , con exclusión de las partidas no recurrentes , ascendieron a 2,2 millones de euros , frente a 2,7 millones de euros en el período correspondiente del 2008 .",2,es
$UGAZ Este frío pondrá una abolladura en la masiva producción horizontal de la plataforma. Quién sabe http://stks.co/p1V6P,2,es
$amrn Full Bull Call se extendió desde julio hasta el 15 de enero.,1,es
"$AAPL AAPL finalmente rompe bajo los 49 M.A. Sin recompra esta semana, busca AAPL para probar el área de soporte 120.",2,es
"En una reciente entrevista con el Financial Times ( FT ) , el presidente de la junta directiva de Sampo, Bjorn Wahlroos , dijo que si P&C estaba a la venta y el precio se había fijado en 85 mil millones de coronas , confirmando declaraciones anteriores .",0,es
Technopolis tiene aproximadamente 130 empresas clientes en Jyvaskyla.,0,es
CRH añade CR Laurence a las adquisiciones cuenta por $1.3 mil millones,1,es
Nordea coordinará el préstamo sindicado .,0,es
"Los beneficios de explotación ascendieron a 5,5 millones de euros , frente a -0,7 millones de euros .",1,es
El valor del contrato es de 25 millones de euros .,0,es
"La compañía inmobiliaria publicó una pérdida neta de  x201a -1⁄4 59,3 millones  x201a -1⁄4 0,21 por acción en comparación con un beneficio neto de  x201a -1⁄4 31 millones  x201a -1⁄4 0,11 por acción para el trimestre correspondiente de 2007.",0,es
BBCN Bancorp comprará Wilshire Bancorp en un acuerdo de $1 millon,1,es
"Cramo sufrió una pérdida de 6,7 millones de euros por concepto de pretasa con un beneficio de 58,9 millones de euros .",0,es
"Las acciones de Stora Enso R aumentaron 1.20 pct a 11.84 eur , UPM-Kymmene también se arrastró más alto , aumentando 1.68 pct a 17.56 eur y M-Real B añadió 2.38 pct a 4.30 eur .",1,es
"El fabricante finlandés de equipos de elevación Kone Oyj dijo el 4 de octubre de 2007 que ganó un pedido por valor de 15 millones de euros $ 21,2 millones de dólares para entregar un total de 53 ascensores diseñados a medida para el constructor naval noruego Aker Yards ASA .",1,es
"( ADP News ) - 12 de febrero de 2009 - La constructora finlandesa Lemminkainen Oyj ( HEL : LEM1S ) dijo hoy que su beneficio neto disminuyó a 63,5 millones de euros ( 81,1 millones de dólares ) para el 2008 de 80,6 millones de euros para el 2007 .",0,es
"Swedbank Hypotek - Se trata de emitir un acuerdo de referencia , tipo fijo cubierto en euros , que vence en enero de 2010 .",0,es
El informe será enviado por correo electrónico dentro de los 2 días hábiles de un pedido .,0,es
"UPM dijo que la medida reducirá el beneficio neto por x20ac 385 millones de dólares en el segundo trimestre , principalmente debido a cargos de deterioro .",0,es
La empresa cárnica finlandesa Atria ya no puede prometer a sus clientes una cantidad suficiente de carne doméstica .,2,es
Metso dijo que ha ganado un pedido de alrededor de 40 millones de euros para suministrar una máquina de tablero kraftliner a China 's Lee & Man Paper Co. .,1,es
"( ADP News ) - 11 de febrero de 2009 - El proveedor finlandés de soluciones de software de gestión Ixonos Oyj ( HEL : XNS1V ) dijo hoy que su beneficio neto ascendió a 3,5 millones de euros ( 4,5 millones de dólares ) para el 2008 de 3,1 millones de euros para el 2007 .",1,es
@BULLYA @pollux654321 Mis 50 $KORS 80 llamadas van a b una bendición para la matrícula de mis hijas!,1,es
"La caja del producto Tekla Structures , si es necesario , ahora está hecha de material reciclado .",0,es
"La empresa informa de una pérdida por un período de 0,4 millones de euros frente a una pérdida de 1,9 millones de euros en el período correspondiente del 2005 .",1,es
"En otros lugares , la tendencia es hacia un embalaje más desarrollado que antes .",0,es
"Según Seikku , el sector minorista en Finlandia está controlado por 3-4 grandes agentes , mientras que los fabricantes de alimentos siguen siendo relativamente pequeños .",0,es
Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,2,es
Royal Mail precio de la acción de los bordes más bajos como grupo aumenta el precio de la estampilla,2,es
"Sin embargo , las calificaciones de los corredores sobre las acciones difieren .",0,es
"El EBIT de grupo para el primer semestre fue de 13 ,6 millones de euros , 17,8 millones de dólares , cifra inferior a los 22,5 millones de euros que publicó para el mismo período de 2009 .",2,es
"La empresa prevé que su volumen de negocios para todo 2010 supere el del año anterior , cuando era de 67,1 millones de euros .",1,es
"El desarrollador finlandés de soluciones de software financiero BasWare Oyj dijo que su beneficio neto cayó a 884.000 euros ( $ 1,2 millones ) para el primer trimestre del 2007 a partir de 2,0 millones de euros ( $ 2,7 millones ) un año antes .",2,es
"La familia de productos StoneGate fue diseñada para proporcionar todos los beneficios de un sistema de gestión unificado que incluye el registro compartido , la presentación de informes y la auditoría .",0,es
"El flujo de caja de las operaciones ascendió a 2,71 millones EUR , frente a un saldo negativo de 0,83 millones EUR en el período correspondiente del 2008 .",1,es
TeliaSonera dijo que alrededor de $ 100 millones se invertirán en el próximo año en la región para llevar la cobertura móvil a cerca del 90 % de la población de Nepal.,1,es
Para ver una presentación de todos los nuevos lanzamientos de productos de Fiskars .,0,es
"Sin embargo , esto aumenta el tráfico de señalización que desperdicia los recursos de la red y permite que se conecten menos teléfonos inteligentes .",2,es
Los pedidos también incluyen algunos accionamientos de alta potencia para el control de compresores sísmicos .,0,es
"Ella sucederá Krister Kylas , que ha decidido dejar TeliaSonera .",0,es
"El pago de las acciones adquiridas se efectuará en efectivo , y el precio por acción será de 1 EUR más una comisión de administración .",0,es
"Aproximadamente 166 millones de coronas en reembolsos se han solicitado para sobrecargo en la zona de Estocolmo , con el resto de 87 millones de coronas tomadas de la costa occidental , dijo la inspección .",0,es
"Después de la transacción , Tikkurila no tiene operaciones relacionadas con recubrimientos de polvo .",0,es
Las ventas netas de la zona de negocios fueron ligeramente superiores a 2 millones en 2006 .,0,es
El reembolso de 105 millones de euros de obligaciones de obligaciones está relacionado con el anuncio previo de la Empresa el 21 de octubre de 2009 para cobrar compromisos de venta irrevocables de los titulares de sus obligaciones de obligaciones subordinadas .,0,es
"La pérdida tras las partidas financieras ascendió a 9,7 millones de euros , frente a un beneficio de 1,3 millones de euros en el período correspondiente del 2008 .",2,es
"La solución convergente de carga de Tecnotree incluye funcionalidad para facturación prepago y postpago , cobro y calificación de llamadas de voz , videollamadas y tráfico de datos brutos tanto para redes móviles como fijas .",0,es
"ADPnews - Jul 17 , 2009 - El fabricante de acero con sede en Finlandia Rautaruukki Oyj Ruukki HEL : RTRKS dijo hoy que cayó a una pérdida neta de 184 millones de euros 259,7 millones de dólares para el primer semestre de 2009 de un beneficio neto de 2 euros",0,es
El grupo ampliará la cadena para incluir 45 tiendas.,1,es
"Las ventas en la empresa Tiimari disminuyeron un 8 % hasta alcanzar los 11,8 millones de euros , mientras que las tiendas Gallerix registraron un crecimiento del 29 % hasta alcanzar los 2 millones de euros .",0,es
"Los teléfonos Nokia compatibles incluyen: N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",0,es
El primer grupo de clientes a ser entrenados serán los propietarios de talleres de pintura y sus asistentes.,0,es
"Arvo Vuorenmaa , el gerente general de la planta de Loviisa, dijo que la solicitud de la nueva licencia era un procedimiento estándar y que estaba ""confiado"" de que se concediera la aprobación.",1,es
Los despidos afectarán a 240 personas de un total de 320 empleados de Okmetic en Finlandia.,0,es
La fábrica finlandesa de Kyro M-real está iniciando negociaciones para recortar personal .,2,es
"Según las autoridades suecas , se han encontrado restos del tetróxido de osmio muy tóxico en la costa de Perómeri , la parte más septentrional del Golfo de Botnia .",0,es
"Entre otras existencias industriales , Metso añadió 0,53 pct a 40,04 eur , Wartsila B bajó 0,77 pct a 47,87 eur y Rautaruukki K fue 1,08 pct inferior a 37,56 eur .",0,es
Los términos no fueron revelados .,0,es
"El acuerdo ampliado abarca la venta , comercialización y distribución de los dispositivos de navegación y localización de Benefon en China .",0,es
